firm_id,year,ntoken,short_hits,long_hits,ShortTerm,ShortTerm_A,ShortTerm_B,LongTerm,RD_intensity,Size,ROA,Lev,Age,Growth,Cash,true_intensity,source
F0107,2020,184,6,7,32.6087,21.7391,10.8696,38.0435,14.4224,20.9811,0.0764,0.4883,6.0,0.2345,-0.0407,30.6,demo_synthetic
F0107,2021,187,6,4,32.0856,21.3904,10.6952,21.3904,14.2176,20.4629,0.0549,0.2779,15.0,-0.2292,0.0552,33.948,demo_synthetic
F0107,2022,190,7,7,36.8421,26.3158,10.5263,36.8421,12.9111,21.6833,0.0071,0.4435,12.0,0.7932,0.0339,34.761,demo_synthetic
F0107,2023,186,3,6,16.129,5.3763,10.7527,32.2581,12.7994,20.698,0.0227,0.3998,14.0,0.2973,0.0674,28.236,demo_synthetic
F0108,2019,190,3,7,15.7895,10.5263,5.2632,36.8421,14.456,23.3185,-0.0125,0.6729,4.0,-0.0236,0.0761,14.784,demo_synthetic
F0108,2020,191,0,14,0.0,0.0,0.0,73.2984,16.4619,22.1684,0.0099,0.5038,12.0,0.1374,0.0602,13.559,demo_synthetic
F0108,2021,192,6,9,31.25,10.4167,20.8333,46.875,11.9671,20.4975,0.0579,0.629,24.0,0.3423,0.0872,18.669,demo_synthetic
F0108,2022,186,1,8,5.3763,0.0,5.3763,43.0108,15.5433,21.4726,-0.0116,0.4855,8.0,0.2143,0.0743,20.168,demo_synthetic
F0108,2023,184,3,8,16.3043,16.3043,0.0,43.4783,16.2347,21.0428,0.0547,0.5522,2.0,0.0455,0.1175,17.758,demo_synthetic
F0109,2019,191,10,9,52.356,41.8848,10.4712,47.1204,12.3052,21.5811,0.0954,0.3482,4.0,0.0869,0.0439,33.011,demo_synthetic
F0109,2020,189,4,12,21.164,10.582,10.582,63.4921,14.3233,22.0201,0.0468,0.7434,8.0,0.2271,0.0938,35.401,demo_synthetic
F0109,2021,190,8,12,42.1053,36.8421,5.2632,63.1579,11.2344,22.2598,0.0066,0.0902,14.0,-0.0202,0.0129,30.494,demo_synthetic
F0109,2022,188,5,11,26.5957,15.9574,10.6383,58.5106,13.1194,24.1453,-0.0354,0.3277,25.0,0.0331,0.0275,24.52,demo_synthetic
F0109,2023,189,7,6,37.037,26.455,10.582,31.746,13.0506,21.9794,0.0581,0.4211,2.0,0.262,-0.0481,42.645,demo_synthetic
F0110,2019,183,6,8,32.7869,21.8579,10.929,43.7158,10.5034,20.3791,-0.0002,0.7846,12.0,0.3196,-0.0117,24.907,demo_synthetic
F0110,2020,184,9,8,48.913,32.6087,16.3043,43.4783,9.2284,21.6996,-0.0068,0.5091,12.0,0.0497,0.024,32.093,demo_synthetic
F0110,2021,180,5,12,27.7778,16.6667,11.1111,66.6667,13.0575,19.2815,0.0193,0.3538,9.0,0.1829,0.0377,21.186,demo_synthetic
F0110,2022,183,3,8,16.3934,10.929,5.4645,43.7158,14.0849,22.2788,0.0887,0.3212,23.0,-0.1185,0.1004,24.173,demo_synthetic
F0110,2023,186,4,9,21.5054,10.7527,10.7527,48.3871,15.0213,22.3512,0.0476,0.5013,25.0,0.1373,0.1018,16.845,demo_synthetic
F0111,2019,180,5,6,27.7778,11.1111,16.6667,33.3333,14.1196,24.2304,0.0433,0.393,13.0,0.041,0.0343,17.704,demo_synthetic
F0111,2020,183,2,12,10.929,10.929,0.0,65.5738,18.807,23.2707,0.0447,0.5108,6.0,0.1731,0.1539,7.643,demo_synthetic
F0111,2021,181,2,13,11.0497,5.5249,5.5249,71.8232,18.7884,24.9352,-0.0055,0.3385,6.0,0.1275,0.0485,16.211,demo_synthetic
F0111,2022,185,4,10,21.6216,5.4054,16.2162,54.0541,14.663,20.8908,0.093,0.472,6.0,0.186,0.043,16.422,demo_synthetic
F0111,2023,182,3,12,16.4835,5.4945,10.989,65.9341,15.2792,22.5691,0.0297,0.6337,18.0,0.597,0.0666,10.714,demo_synthetic
F0112,2019,182,9,6,49.4505,27.4725,21.978,32.967,7.3922,20.4084,0.0267,0.2591,14.0,-0.023,0.043,42.262,demo_synthetic
F0112,2020,179,8,8,44.6927,22.3464,22.3464,44.6927,10.7833,22.1534,0.0369,0.5592,1.0,0.1267,-0.0077,51.529,demo_synthetic
F0112,2021,183,11,7,60.1093,21.8579,38.2514,38.2514,10.5216,21.0267,-0.0026,0.1241,12.0,0.4363,0.0567,46.129,demo_synthetic
F0112,2022,183,10,5,54.6448,27.3224,27.3224,27.3224,8.4595,19.9534,-0.0045,0.5192,7.0,0.0438,0.0336,53.297,demo_synthetic
F0112,2023,182,10,6,54.9451,27.4725,27.4725,32.967,10.8622,22.69,0.029,0.7123,15.0,0.2617,0.0732,41.566,demo_synthetic
F0113,2019,181,2,8,11.0497,11.0497,0.0,44.1989,14.6813,20.5321,0.0336,0.4423,1.0,0.4177,0.0999,12.357,demo_synthetic
F0113,2020,188,3,12,15.9574,10.6383,5.3191,63.8298,11.3295,21.3388,0.0177,0.4612,25.0,0.1702,0.081,9.614,demo_synthetic
F0113,2021,184,4,13,21.7391,10.8696,10.8696,70.6522,14.3931,20.4056,0.0454,0.3339,8.0,-0.168,0.0459,14.713,demo_synthetic
F0113,2022,185,2,9,10.8108,5.4054,5.4054,48.6486,16.1895,21.906,0.0524,0.6944,23.0,0.0151,0.0703,8.143,demo_synthetic
F0113,2023,185,1,12,5.4054,5.4054,0.0,64.8649,17.6442,22.0988,0.1084,0.3889,12.0,0.3726,0.138,12.896,demo_synthetic
F0114,2019,185,7,9,37.8378,16.2162,21.6216,48.6486,12.3406,24.6727,-0.016,0.1775,23.0,0.2613,0.1137,24.364,demo_synthetic
F0114,2020,180,1,7,5.5556,0.0,5.5556,38.8889,16.3353,21.7044,-0.0168,0.3112,12.0,0.1471,0.1071,21.32,demo_synthetic
F0114,2021,186,4,11,21.5054,0.0,21.5054,59.1398,13.4237,20.1777,0.009,0.2934,8.0,0.1948,-0.016,22.951,demo_synthetic
F0114,2022,185,5,7,27.027,16.2162,10.8108,37.8378,13.091,22.4444,0.0249,0.5696,19.0,-0.2437,0.1561,25.362,demo_synthetic
F0114,2023,180,2,10,11.1111,5.5556,5.5556,55.5556,14.028,21.5524,0.0952,0.7044,14.0,0.2003,-0.0202,24.691,demo_synthetic
F0115,2019,182,0,8,0.0,0.0,0.0,43.956,18.5442,22.8649,0.0303,0.1526,16.0,-0.1828,0.0319,11.634,demo_synthetic
F0115,2020,183,5,10,27.3224,27.3224,0.0,54.6448,12.4606,21.7924,0.0315,0.6012,12.0,0.182,0.0267,17.869,demo_synthetic
F0115,2021,189,5,12,26.455,26.455,0.0,63.4921,14.826,21.3968,0.0614,0.3353,17.0,0.4104,0.0713,17.196,demo_synthetic
F0115,2022,186,3,8,16.129,16.129,0.0,43.0108,13.7668,19.2812,0.1021,0.3078,12.0,0.095,0.007,20.133,demo_synthetic
F0115,2023,183,3,9,16.3934,10.929,5.4645,49.1803,14.8614,22.0106,0.1069,0.2429,7.0,0.053,0.0427,12.81,demo_synthetic
F0116,2019,184,4,10,21.7391,5.4348,16.3043,54.3478,12.1943,20.4845,-0.009,0.3098,3.0,0.3241,0.0949,22.324,demo_synthetic
F0116,2020,187,2,13,10.6952,0.0,10.6952,69.5187,16.436,21.9546,-0.0067,0.6438,2.0,0.1071,0.0301,19.199,demo_synthetic
F0116,2021,186,6,8,32.2581,16.129,16.129,43.0108,10.5432,22.5302,-0.0141,0.4384,25.0,0.2018,0.1321,21.292,demo_synthetic
F0116,2022,183,5,7,27.3224,10.929,16.3934,38.2514,12.6287,22.4155,-0.0206,0.2987,8.0,0.4529,0.0051,30.652,demo_synthetic
F0116,2023,184,4,10,21.7391,16.3043,5.4348,54.3478,13.7182,22.0897,0.047,0.4378,20.0,0.0803,0.0742,21.436,demo_synthetic
F0117,2019,180,5,5,27.7778,22.2222,5.5556,27.7778,13.8743,21.8449,-0.0006,0.3966,7.0,0.5389,0.1219,42.038,demo_synthetic
F0117,2020,180,9,6,50.0,22.2222,27.7778,33.3333,7.4082,20.758,0.046,0.4585,6.0,0.2601,0.0896,44.449,demo_synthetic
F0117,2021,187,8,7,42.7807,21.3904,21.3904,37.4332,11.5147,23.0417,-0.0327,0.6018,6.0,-0.0436,0.0018,43.353,demo_synthetic
F0117,2022,184,11,6,59.7826,27.1739,32.6087,32.6087,10.6642,22.6777,0.0399,0.5658,23.0,0.2289,0.0376,47.796,demo_synthetic
F0117,2023,180,6,10,33.3333,27.7778,5.5556,55.5556,11.7697,21.5477,-0.0274,0.3592,15.0,-0.1497,-0.0105,38.023,demo_synthetic
F0118,2019,185,5,7,27.027,10.8108,16.2162,37.8378,15.7476,21.0404,0.0947,0.5115,15.0,0.313,0.0696,21.486,demo_synthetic
F0118,2020,179,2,7,11.1732,5.5866,5.5866,39.1061,17.6177,22.9441,0.0305,0.4221,3.0,0.2179,0.0141,24.369,demo_synthetic
F0118,2021,180,5,5,27.7778,11.1111,16.6667,27.7778,15.0309,23.8179,0.0666,0.0646,22.0,0.1933,-0.056,21.88,demo_synthetic
F0118,2022,180,5,6,27.7778,11.1111,16.6667,33.3333,12.3034,22.3583,0.0336,0.2971,13.0,0.5128,0.0456,36.963,demo_synthetic
F0118,2023,182,5,9,27.4725,21.978,5.4945,49.4505,15.0508,23.0259,0.0435,0.3957,6.0,0.0194,0.0316,29.632,demo_synthetic
F0119,2019,186,13,6,69.8925,48.3871,21.5054,32.2581,10.9024,23.9409,0.0973,0.5829,16.0,0.4103,-0.0285,51.549,demo_synthetic
F0119,2020,179,9,4,50.2793,27.933,22.3464,22.3464,13.2675,23.1753,0.0097,0.7971,8.0,0.1463,0.0965,56.006,demo_synthetic
F0119,2021,178,11,5,61.7978,39.3258,22.4719,28.0899,8.5844,22.5558,0.0056,0.0596,7.0,0.0529,0.0559,51.316,demo_synthetic
F0119,2022,179,5,5,27.933,16.7598,11.1732,27.933,15.7204,23.7682,-0.0283,0.1814,7.0,-0.123,0.0294,54.897,demo_synthetic
F0119,2023,181,10,7,55.2486,33.1492,22.0994,38.674,12.4156,23.3928,0.0125,0.0743,20.0,0.3848,0.0274,48.122,demo_synthetic
F0120,2019,178,1,7,5.618,5.618,0.0,39.3258,15.1903,22.8338,0.0039,0.3189,5.0,0.0691,0.0609,8.945,demo_synthetic
F0120,2020,185,2,9,10.8108,10.8108,0.0,48.6486,17.4798,21.8065,0.0297,0.4434,21.0,0.3339,0.1758,18.625,demo_synthetic
F0120,2021,183,3,11,16.3934,10.929,5.4645,60.1093,12.6255,20.6499,0.0545,0.7569,22.0,0.1077,-0.0791,13.422,demo_synthetic
F0120,2022,186,3,11,16.129,16.129,0.0,59.1398,16.0139,22.9911,0.0153,0.5311,6.0,0.0456,-0.0104,16.959,demo_synthetic
F0120,2023,189,2,12,10.582,0.0,10.582,63.4921,12.9537,19.9545,0.0166,0.2526,21.0,0.1268,0.048,9.74,demo_synthetic
